recipient,token,filing_token,csv_url,state,date,contribution_amount
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,8/31/2020,710
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/1/2020,3010
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/2/2020,3410
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/3/2020,281
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/4/2020,3865
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/5/2020,1125
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/6/2020,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/7/2020,110
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/8/2020,850
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/9/2020,1285
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/10/2020,4240
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/11/2020,550
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/12/2020,1600
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/13/2020,5100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/14/2020,2760
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/15/2020,4100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/16/2020,2660
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/17/2020,1500
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/18/2020,2675
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/19/2020,8005
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/20/2020,7260
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/21/2020,17508
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/22/2020,102855
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/23/2020,5225
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/24/2020,3805
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/25/2020,2310
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/26/2020,1100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/27/2020,4400
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/28/2020,17450
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/29/2020,3010
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,9/30/2020,9670
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/1/2020,10325
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/2/2020,485
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/3/2020,1800
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/4/2020,1920
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/5/2020,4420
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/6/2020,2858
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/7/2020,9495
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/8/2020,4835
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/9/2020,13220
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/10/2020,4620
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/11/2020,3700
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/12/2020,1400
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/13/2020,775
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DC,10/14/2020,8300
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,7/10/2019,200
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,7/16/2019,25
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,7/23/2019,525
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,7/25/2019,500
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,7/26/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,7/27/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,7/30/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,8/1/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,8/8/2019,35
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,8/13/2019,125
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,8/20/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,8/30/2019,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,8/31/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/16/2019,125
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/27/2019,150
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/8/2019,1000
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/9/2019,25
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/11/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/15/2019,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/22/2019,500
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/25/2019,530
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/26/2019,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,11/13/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,11/20/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,11/22/2019,300
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,11/25/2019,300
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,12/6/2019,225
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,12/9/2019,500
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,12/18/2019,600
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,12/23/2019,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,12/26/2019,1200
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,8/31/2020,25
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/1/2020,400
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/2/2020,800
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/4/2020,1450
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/6/2020,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/8/2020,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/9/2020,200
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/10/2020,400
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/12/2020,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/13/2020,500
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/14/2020,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/15/2020,349
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/16/2020,650
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/17/2020,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/18/2020,1500
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/19/2020,925
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/20/2020,1000
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/21/2020,241
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/22/2020,1000
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/23/2020,600
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/24/2020,400
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/25/2020,150
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/26/2020,380
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/27/2020,25
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/28/2020,700
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/29/2020,762
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,9/30/2020,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/1/2020,910
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/2/2020,525
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/3/2020,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/4/2020,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/5/2020,550
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/6/2020,14150
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/7/2020,1075
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/8/2020,1150
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/9/2020,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/10/2020,850
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/11/2020,10
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/12/2020,175
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/13/2020,1500
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,DE,10/14/2020,300
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,6/28/2019,10
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,6/30/2019,10
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/2/2019,1000050
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/5/2019,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/7/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/9/2019,570
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/10/2019,1250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/11/2019,10
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/13/2019,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/14/2019,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/15/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/16/2019,25
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/17/2019,810
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/18/2019,200
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/19/2019,2500
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/20/2019,65
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/21/2019,25
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/23/2019,3145
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/24/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/25/2019,2695
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/26/2019,4035
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/27/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/29/2019,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/30/2019,1910
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,7/31/2019,470
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/1/2019,400
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/2/2019,140
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/5/2019,85
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/6/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/7/2019,850
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/8/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/9/2019,350
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/10/2019,200
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/11/2019,10
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/12/2019,2240
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/13/2019,4570
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/14/2019,900
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/15/2019,1375
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/16/2019,125
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/19/2019,725
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/20/2019,3382
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/21/2019,125
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/23/2019,25
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/24/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/26/2019,325
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/27/2019,1335
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/28/2019,200
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/30/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,8/31/2019,270
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/3/2019,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/4/2019,600
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/5/2019,125
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/6/2019,1050
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/7/2019,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/10/2019,7085
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/11/2019,2445
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/12/2019,1010
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/13/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/14/2019,25
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/15/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/16/2019,1735
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/17/2019,1251695
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/18/2019,4150
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/19/2019,175
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/20/2019,165
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/21/2019,25
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/23/2019,200
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/24/2019,920
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/26/2019,125
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,9/30/2019,170
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/2/2019,15
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/3/2019,940
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/5/2019,25
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/7/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/8/2019,2075
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/9/2019,1060
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/10/2019,650
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/11/2019,235
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/12/2019,200
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/14/2019,1888
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/15/2019,1025
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/16/2019,975
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/17/2019,210
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/18/2019,220
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/19/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/20/2019,65
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/21/2019,25
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/22/2019,1525
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/23/2019,2560
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/24/2019,785
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/26/2019,35
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/28/2019,1950
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/29/2019,1910
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/30/2019,1335
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,10/31/2019,1320
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/1/2019,1000680
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/2/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/3/2019,150
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/4/2019,1635
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/5/2019,725
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/6/2019,825
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/7/2019,1250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/8/2019,400
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/11/2019,1110
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/12/2019,1135
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/13/2019,1700
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/14/2019,310
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/15/2019,125
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/16/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/17/2019,520
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/18/2019,150
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/19/2019,660
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/20/2019,1790
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/21/2019,785
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/22/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/24/2019,75
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/25/2019,2145
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/26/2019,2775
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/27/2019,385
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,11/30/2019,20
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/1/2019,100
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/2/2019,20
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/3/2019,1735
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/4/2019,850
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/5/2019,60
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/6/2019,200
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/7/2019,50
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/9/2019,550
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/10/2019,260
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/11/2019,510
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/12/2019,783
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/13/2019,450
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/14/2019,1010
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/15/2019,180
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/16/2019,435
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/17/2019,3745
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/18/2019,1210
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/19/2019,515
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/20/2019,530
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/21/2019,500
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/22/2019,250
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/23/2019,350
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/24/2019,175
SMP,C00484642,FEC-1463940,http://docquery.fec.gov/csv/940/1463940.csv,FL,12/26/2019,5655
